node_id,longitude,latitude
461539096,77.5772408,13.0093395
461539097,77.5796588,13.0092335
461539099,77.5824571,13.005333
461539100,77.5823777,13.0070614
461539102,77.5806755,13.0082208
461539103,77.5780337,13.008569
461539105,77.578421,13.0083511
461539106,77.5790084,13.009262
461539107,77.5822752,13.008247
461539109,77.5811352,13.008159
461539110,77.5817475,13.0074221
461539111,77.5801753,13.0085131
461539112,77.5810928,13.0091408
461539113,77.5815982,13.0091165
461539114,77.5816805,13.0082022
461539119,77.5797791,13.0068587
461539121,77.5803553,13.0065186
461539122,77.5811112,13.0077759
461539125,77.5787822,13.0081478
461539126,77.5791297,13.0079522
461539131,77.5765825,13.0104373
461539132,77.5765133,13.0116334
461539133,77.5787898,13.0103348
461539134,77.5780054,13.0103712
461539135,77.5820227,13.0107884
461539136,77.5796253,13.010296
461539137,77.5821383,13.0090944
461539138,77.5820449,13.0101837
461539139,77.5773023,13.0140921
461539140,77.5772939,13.0135855
461539141,77.5784429,13.0135287
461539142,77.5784678,13.0140404
461539143,77.5783924,13.0124906
461539144,77.5784265,13.0130984
461539145,77.5772608,13.0115993
461539146,77.578369,13.0120086
461539147,77.580512,13.0097313
461539148,77.5812706,13.0102196
461539149,77.581254,13.010816
461539150,77.5812358,13.0114168
461539151,77.5812997,13.0091351
461539152,77.5772684,13.0120548
461539153,77.5772765,13.0125439
461539154,77.5772862,13.0131707
461539160,77.5812867,13.0096955
461539161,77.5820674,13.0096562
461539176,77.5824187,13.0062307
461539177,77.5807665,13.0071799
461539178,77.5810228,13.0061377
461539179,77.5813969,13.006817
461539180,77.5818244,13.0056935
461539181,77.5818991,13.0065283
461539184,77.581099,13.0088858
461539185,77.5823991,13.0066892
461539200,77.5738186,13.0138883
461539204,77.5739218,13.0133994
461539208,77.5747904,13.014113
461539209,77.5748872,13.0128761
461539213,77.574315,13.0128602
461539214,77.5736847,13.0146804
461539215,77.5737968,13.0140389
461539221,77.5762737,13.0062689
461539232,77.5778473,13.0050517
461539233,77.5768175,13.0050414
461539234,77.5759032,13.0041198
461539235,77.575914,13.0047094
461539236,77.5756332,13.0049813
461539237,77.5768225,13.0058126
461539238,77.5762219,13.0049694
461539240,77.5762326,13.0054029
461539241,77.5759347,13.0062785
461539242,77.5778514,13.0058022
461539243,77.5762444,13.0058162
461539245,77.5763163,13.0071461
461539246,77.5759131,13.0054099
461539247,77.5759656,13.0071594
461539248,77.5723139,13.0068714
461539249,77.5723054,13.0063814
461539253,77.5735709,13.0068042
461539254,77.5734147,13.00635
461539255,77.5734171,13.0067592
461539256,77.5743766,13.0063227
461539257,77.574355,13.0054164
461539258,77.573937,13.0063351
461539259,77.5739373,13.0054147
461539260,77.576235,13.0047125
461539261,77.5762309,13.0041126
461539262,77.5765599,13.0047146
461539263,77.5765447,13.0043724
461539264,77.5759158,13.0057431
461539265,77.5752064,13.0057292
461754622,77.5778401,13.0037251
461754624,77.5791821,13.0037094
461754629,77.5813866,13.0041172
461754631,77.5812083,13.0007748
461754633,77.578423,13.0013653
461754635,77.5796339,13.001249
461754645,77.5808195,13.0011358
461754648,77.5818424,13.0010837
461754652,77.5812274,13.0011183
461754655,77.5818171,13.0004816
461754657,77.5819682,13.0037687
461754664,77.5799057,13.0033806
461754668,77.5791789,13.0033953
461754671,77.5799097,13.0030309
461754673,77.5791825,13.0030312
461754675,77.58009,13.0033893
461754676,77.5801312,13.0019766
461754681,77.5799309,13.0019871
461754684,77.5796743,13.0020146
461754687,77.5808651,13.0019589
461754689,77.5812731,13.0019386
461754691,77.5819038,13.0019113
461754698,77.5815646,13.0011025
461754700,77.5817041,13.003927
461754703,77.5803345,13.0019853
461754707,77.5802572,13.0033424
461754709,77.5804745,13.0029756
461754711,77.5819414,13.0029024
461754717,77.5804838,13.0033302
461754720,77.581948,13.0032825
461754722,77.5819319,13.00259
461754724,77.5806668,13.0026605
461754726,77.580594,13.0011574
461754733,77.5808896,13.0023832
461754735,77.5819212,13.0023287
461754738,77.5819137,13.0021303
461754740,77.5808771,13.0021756
461754742,77.5796628,13.00175
461754748,77.5818971,13.0016308
461754750,77.5818634,13.0013526
461754752,77.5796498,13.0014663
461754754,77.5801682,13.001715
461754756,77.5801325,13.0012014
461754760,77.5799175,13.0017277
461754767,77.5801183,13.0017202
461754769,77.5803203,13.0017108
461754771,77.5794491,13.0018406
461754773,77.5794381,13.0012753
461754774,77.5791857,13.001309
461754775,77.5792553,13.0012997
461754777,77.5792187,13.0003625
461754779,77.579042,12.9997162
461754780,77.5782447,13.0004462
461754782,77.5795909,13.00032
461754787,77.5807704,13.0002478
461754789,77.5816507,13.000184
461754791,77.5807861,13.0005327
461754793,77.5795965,13.0005559
461754795,77.579228,13.0006121
461754797,77.5782984,13.000646
461754802,77.5789128,13.0013456
461754804,77.5788721,13.0006121
461754806,77.578346,13.0008499
461754807,77.5792347,13.0008
461754810,77.579235,13.0010142
461754814,77.5783759,13.001069
461754815,77.5788912,13.0010459
461754817,77.5788751,13.0008151
461754818,77.578073,13.0018512
461754824,77.577746,13.0001543
461754827,77.5778753,13.0008715
461754829,77.5783291,13.0007936
461754832,77.5778917,13.0010403
461754833,77.5783653,13.0009722
461754835,77.5779293,13.0012183
461754841,77.5783923,13.0011523
461754843,77.5779824,13.0014383
461754845,77.5760305,13.0015572
461754847,77.5764867,13.0014883
461754849,77.5765271,13.0014047
461754856,77.5770293,13.0013446
461754860,77.577069,13.001527
461754863,77.5767362,13.0010968
461754865,77.5765476,13.0001009
461754872,77.5764797,13.0011374
461754875,77.5763524,13.0000983
461754879,77.5766198,13.0004852
461754881,77.5766786,13.0007944
461754886,77.5774891,13.0006261
461754887,77.5767249,12.9989738
461754889,77.5776609,12.9991814
461754890,77.5796381,12.9984331
461754892,77.5811986,12.9986677
461754899,77.5794178,12.997355
461754900,77.5808034,12.9972633
461754901,77.581723,12.9995697
461754902,77.5795797,13.0000022
461754903,77.5818334,13.000751
461754904,77.5807994,13.0007994
461754905,77.5796119,13.0008681
461754908,77.5766659,12.996874
461754911,77.5754563,12.9968632
461754913,77.5790831,12.9975491
461754914,77.579061,12.996627
461754915,77.5803733,12.9967837
461754917,77.5782446,12.996608
461754919,77.5782414,12.9963249
461754920,77.5799517,12.9962987
